[00:00:00] 只是开了一扇窗户
[02:11:20] ANTHROPIC可能成立一个to b
[02:11:22] 但是现在也在coding领域做的非常好
[02:11:24] 但你觉得质朴的不一样的beat是什么呢
[02:11:27] 就是你说要收敛吗
[02:11:28] 那你们要收敛在哪里呢
[02:11:29] 然后他有这种独特的下赌注吧
[02:11:32] 呃25年初的时候
[02:11:33] 我们大概有三个预测啊
[02:11:34] 嗯首先第一个就是机动模型能力持续提升
[02:11:37] 这件事
[02:11:38] 甚至是啊多模态或者是多种数据融合的
[02:11:42] 这种混合型的这种集中模型是一个大的方向
[02:11:45] 第二个是智能体
[02:11:47] 这件事还是会是一个很重要的这样的一个方向
[02:11:50] 第三个呢就是国际化
[02:11:52] 当时我们年初的时候就说了这三件事
[02:11:55] 现在回去回过头就来看
[02:11:56] 其实一一都验证了
[02:11:58] 从现在当下的这个状况来看的话
[02:12:01] 明年或者说未来我们要继续BT
[02:12:06] 只有一件事情
[02:12:06] 就是AHI
[02:12:07] 当然说这个事情比较长
[02:12:09] 如果你拆解到呃
[02:12:11] 短期首先智能解决这件事情
[02:12:14] 我觉得还是非常非常重要
[02:12:16] 它解决了这个模型到真正实际应用之间的
[02:12:19] 这个落落地路径的问题
[02:12:21] 他肯定是一个很重要的事情
[02:12:23] 第二个事情是
[02:12:24] 还是我刚才说的那个新的那个scanning lo
[02:12:27] 核的新的计算范式
[02:12:28] 这件事情上
[02:12:29] 我觉得像RL这一块这个事情它会持续的
[02:12:33] 会有新的范式诞生
[02:12:34] 所以这两点是我们相信
[02:12:36] 我觉得也是呃质朴
[02:12:38] 在接下来这段时间里边
[02:12:41] 比较重要的要去发力的点
[02:12:43] 你觉得你们能被评价为一个理想主义的团队
[02:12:45] 还是一个现实主义的团队啊
[02:12:46] 我觉得我们还相对比较平衡平衡对
[02:12:49] 因为我很个人天秤座
[02:12:51] 对我是个天天秤座的人
[02:12:53] 嗯我就比较平衡
[02:12:55] 就是我们可以有很远大的理想
[02:12:58] 这个理想我们一直不会放弃嗯
[02:13:00] 但是呢又不是说我们只空有理想
[02:13:02] 又不知道不知道怎么去做
[02:13:05] 但是真的当我们把这个这个要实现的路径目标
[02:13:08] 阶段性的目标确定清楚的时候
[02:13:10] 我们会非常扎实
[02:13:12] 非常落地的去执行
[02:13:14] 去达成这个阶段性的成果
[02:13:17] 我觉得这个是我们这个团队还是非常有特点的
[02:13:22] 一个地方
[02:13:23] 一个平衡的团队
[02:13:24] 诶
[02:13:24] 那你你刚才没有回答我那个问题
[02:13:26] 就是你觉得中国谁真正在追求AGI啊
[02:13:29] 其实说实话我不是太知道这个我不好
[02:13:32] 我不好去判断这件事情
[02:13:34] 因为我发现跟大家聊完一圈之后
[02:13:36] 大家对于AGI的的这个定义的差别很大
[02:13:39] 所以大家你说你在追求AHI
[02:13:42] 我就说我在追求AHI
[02:13:44] 但这个事情你需要相信的不再是这一句话
[02:13:46] 是他那个本质
[02:13:47] 对你们来说
[02:13:48] 本质是我们的本质
[02:13:49] 其实用我们公司那个slogan其实还是挺挺好
[02:13:52] 能解释让机器像人类一样思考对其
[02:13:54] 但最终呢你思考能思考的机器
[02:13:57] 最终还是要反过头来去赋能人类
[02:14:00] 人类的社会
[02:14:01] 人类的这个历史
[02:14:02] 让那个人类社会更更美好
[02:14:04] 这是我们想要做的事情
[02:14:05] 这就是工程师文化
[02:14:06] 唐杰老师是一个什么样的人
[02:14:08] 唐老师是一个绝顶聪明
[02:14:10] 非常有执行力
[02:14:12] 很热情的一个人
[02:14:13] 一旦他想清楚一件事情
[02:14:14] 想要怎么想要做这件事情
[02:14:16] 他会特别的push
[02:14:18] 特别的有fashion的去干这件事情
[02:14:20] 嗯而且非常的专注
[02:14:21] 他现在最push的是啥
[02:14:23] 拼命的push我们团队把模型的能力持续的往上拱
[02:14:26] 所以你看他在微博上会在问说
[02:14:28] 大家更关心什么啊
[02:14:30] 想要下一个版本的模型对吧
[02:14:32] 有什么能力
[02:14:33] 这是他可能目前最核心最关心的一件事情
[02:14:37] 当然这个上市的事他也很关心的
[02:14:39] 最近团队状态怎么样
[02:14:40] 要上市了
[02:14:41] 我觉得还不错吧
[02:14:42] 整体上大家还都比较精神
[02:14:45] 状态还都比较饱满
[02:14:46] 得益于最近的不管是模型技术
[02:14:49] 模型的发布
[02:14:50] 还有这个商业化的结果
[02:14:52] 方方面面其实也都还比较如预期吧
[02:14:57] 所以大家整体上状态还不错
[02:14:59] 作为CEO你会怎么管理大家预期吗
[02:15:01] 你最近有跟大家说什么嗯
[02:15:03] 我们团队内部经常会对每周会开会对齐
[02:15:07] 然后尤其商业化这一块
[02:15:09] 当然市场上是会什么这个一个一个变化
[02:15:12] 我们要怎么去应对这些变化
[02:15:14] 然后跟技术部门怎么样去研究
[02:15:17] 部门怎么样去沟通
[02:15:18] 怎么让我们的研究和商业化的这件事情
[02:15:22] 不是两张皮
[02:15:23] 能够更好的去沟通
[02:15:24] 这个内部有很多的这些事情
[02:15:26] 我觉得作为CEO是一个桥梁
[02:15:28] 是搭搭台子
[02:15:30] 让大家发挥自己的能力
[02:15:32] 想象力
[02:15:33] 能力
[02:15:34] 执行力去达成结果
[02:15:37] 所以很多时候是我也会很惊讶
[02:15:40] 底下或者说小朋友们会做出来一些
[02:15:44] 超出我们预期的一些事情
[02:15:46] 我挺享受这个过程的
[02:15:48] 什么时候能break given啊
[02:15:50] 这个财报里面应该会给相关的这些预测
[02:15:54] 应该我们会按照我们现在的整体的商业化
[02:15:57] 包括业务上的这个变化
[02:15:59] 整体上这个还是比较向好的
[02:16:02] 包括我们的这个云端的这个收入
[02:16:06] 很快速的这种上涨
[02:16:08] 然后to b的
[02:16:09] 然后这个我们的收入也在稳步的
[02:16:12] 每年保持一个比较高速的一个速度的增长
[02:16:16] 随着我们的这个研发
[02:16:17] 包括这个技术本身的收敛成本的投入
[02:16:20] 持续的在优化
[02:16:22] 所以应该来说这个过程不会太长
[02:16:25] 最近上市背后有什么有意思的故事没有
[02:16:27] 我去参加了一下摩尔的敲钟的那个仪式啊
[02:16:31] 因为我们跟摩尔合作还时间还挺长
[02:16:34] 让他们也邀请我过去
[02:16:36] 然后我就顺便去上海就去了一趟
[02:16:38] 然后我我跟他们说
[02:16:40] 我说我来学习一下
[02:16:42] 看看那个敲钟
[02:16:43] 敲对对对
[02:16:44] 敲钟是个什么样的过程
[02:16:45] 还挺有意思的
[02:16:46] 跟他们也聊了一下
[02:16:47] 其实呃呃挺感慨的
[02:16:50] 因为他们也是北京企业嘛
[02:16:51] 离我们不远
[02:16:52] 但是他们也创造了一些历史
[02:16:54] 确实大家都很不容易
[02:16:56] 这一波非常非常的不容易
[02:16:58] 各自有各自面临的这种难题
[02:17:00] 然后挑战能走到这一步
[02:17:05] 走到这个今天的
[02:17:06] 可以说都是英雄
[02:17:07] 作为一家实现了AGI的公司
[02:17:09] 合作一家利润很高的公司
[02:17:11] 这两个二选一你选哪个
[02:17:13] 当然实现一家的公司嘛
[02:17:15] 这个不用想了
[02:17:16] 哪怕实现了AJI
[02:17:18] 然后挂了也可以吗
[02:17:19] 说这个话就太不吉利啊
[02:17:20] 那这个啊这个当然我们不希望呃挂掉
[02:17:25] 而且我相信如果我们能够实现AHI
[02:17:28] 我们不会挂掉
[02:17:28] 我们也会是一个很伟大的公司
[02:17:30] 仅仅从商业化上来说
[02:17:32] 也会是一个很伟大的公司
[02:17:34] 这两者并不是对立的
[02:17:35] 你觉得质朴如果做成什么样
[02:17:37] 你是不满意的
[02:17:38] 往后看5年只赚钱
[02:17:40] 没有技术的产出
[02:17:41] 或者说对这个行业的这种贡献
[02:17:43] 我觉得我就肯定不满意
[02:17:45] 你觉得你们的技术理想主义
[02:17:46] 和比如说梁文峰的技术理想主义有什么不同
[02:17:48] 这个问题还真没有特别的去思考这件事情
[02:17:53] 可能我们更期待说我们自己的这个技术
[02:17:56] 理想主义
[02:17:57] 我们能把它变成现实
[02:17:59] 就像我们的slogan里面讲一样
[02:18:00] 我们不光要让机器像人一样去思考
[02:18:02] 还得让他思考完了之后
[02:18:04] 反过头来能用得上产生实际的价值
[02:18:07] 所以可能我们要的更多一点
[02:18:08] 想要做的事情更多一点
[02:18:10] 除了在实验室里边
[02:18:11] 我们我每天对着这个屏幕敲代码
[02:18:15] 然后做实验
[02:18:16] 然后对着这些机器去折腾
[02:18:18] 也会卷起裤管
[02:18:20] 撸起袖管去跟客户的现场去做客商业化
[02:18:24] 去跟解决大家实际的问题
[02:18:25] 不是说你买了我的东西
[02:18:27] 拜拜再见
[02:18:28] 是真的让用户说诶你这东西挺好用的
[02:18:31] 解决了我实际的问题
[02:18:31] 那个我们的成就感就完全不一样
[02:18:33] 我觉得可能在这点上我们想的会丰富一些
[02:18:38] 你刚才一直说
[02:18:38] 其实回望过去6年半蛮感慨的嗯
[02:18:41] 有没有一些就是自己感慨的瞬间
[02:18:43] 就自己觉得比较动容的瞬间
[02:18:45] 还是有的
[02:18:46] 我一有这一闪过
[02:18:47] 这过过去这几年里边
[02:18:49] 其实还有很多的这种瞬间的
[02:18:50] 正好我们在21年底的时候
[02:18:52] 在深圳注册了一家分支机构
[02:18:55] 是为了深圳的一个比较大的一个客户
[02:18:58] 一个事情我就孤身一个人就跑到深圳了
[02:19:00] 7月份
[02:19:01] 然后一直待到年底
[02:19:02] 因为要融资啊等等一些原因
[02:19:04] 不得不回到北京
[02:19:05] 在那边待了小半年
[02:19:06] 那段时间
[02:19:07] 你想正好碰上我们德森林B开源发布融资
[02:19:11] 一系列的事情
[02:19:12] 而且我回去的时候并不是空手回去的
[02:19:14] 我是带着几千万的合同回去的
[02:19:16] 是客户合同是吧
[02:19:17] 对就基本上就是我一个人去
[02:19:19] 然后啊在那待了半年
[02:19:20] 不停的在想办法去促成这件事情
[02:19:23] 所以那时候挺挺感慨的
[02:19:24] 给公司赚钱是一种什么感觉
[02:19:26] 还是挺自豪的
[02:19:27] 就是证明我们还是有这个挣钱的能力嘛
[02:19:30] 就我们的技术还是有人愿意买单的
[02:19:32] 能给我们的客户去创造价值
[02:19:34] 会觉得自己苦哈哈的吗
[02:19:36] 苦哈哈
[02:19:37] 我觉得倒不怕
[02:19:38] 就这这这个这个我觉得吃苦那个事情
[02:19:41] 我觉得倒倒没啥
[02:19:42] 只要有回报
[02:19:43] 我觉得都OK
[02:19:45] 这是一个瞬间
[02:19:46] 对当时这个我自己倒没感觉
[02:19:49] 啥还还挺平静的
[02:19:51] 后来回过头
[02:19:52] 那年年底的时候想想
[02:19:53] 我觉得还挺不容易
[02:19:54] 真的挺不容易的
[02:19:55] 2.1线都不能三点
[02:19:57] 但是最终把这个事情达成了
[02:19:59] 我觉得就就还非常了不起
[02:20:02] 再然后就是我们开发布会
[02:20:04] 他们会和我说哦
[02:20:06] 你上台去发布一下我们这个手机的这个智能体
[02:20:09] 现场
[02:20:10] 让智能体给大家发个红包
[02:20:12] 我的印象也特别深
[02:20:14] 其实出了一点小小的bug
[02:20:15] 哼出了一点点非常小的一个bug
[02:20:18] 就是那个红包的那个金额
[02:20:20] 他填错了一位数字
[02:20:22] 但不影响问一下
[02:20:24] 我们还是发出去了
[02:20:25] 那一刻我也是觉得
[02:20:26] 但后来有人评评论嘛
[02:20:28] 这个是AI给人类发的第一个红包
[02:20:31] 还是挺有成就感
[02:20:32] 再往后今年的应该是7月份发布
[02:20:36] 我们4.5的一个模型的时候
[02:20:38] 又又是另外一个感觉
[02:20:39] 因为那次发布auto gm
[02:20:40] 我们开了一个比较大的发布会嘛
[02:20:42] 就是一个open day的一个活动
[02:20:44] 现场来了好几百人
[02:20:45] 然后今年7.5发布的时候
[02:20:47] 其实就没有太多人
[02:20:49] 可能现场也就几十个人嗯
[02:20:51] 也不多
[02:20:52] 然后我们也没有特别大的去做这个发布啊
[02:20:56] 什么之类的
[02:20:56] 也比较低调
[02:20:57] 主要是在线上上线
[02:20:59] 然后开源了
[02:21:01] 然后现场就其实我也就很平淡的跟大家讲了
[02:21:04] 讲
[02:21:04] 大家也没引起大家太多的这个关注关注嗯
[02:21:07] 但是在线上在海外很多评价很高
[02:21:11] 因为第一你开源
[02:21:12] 第二效果确实不错
[02:21:14] 从4.5开始
[02:21:15] 那个效果非常好
[02:21:16] 后来就呃陆续发生很多很魔幻的事情了
[02:21:19] 就是什么美国公司来套壳
[02:21:21] 我们像那个win serve啊
[02:21:23] 什么这些就用我们的不是套壳
[02:21:25] 因为我直接用的模型嘛
[02:21:26] servers他们就把请问下了
[02:21:29] 然后上了我们的模型
[02:21:30] 专门给win server他们服务
[02:21:32] 然后后来还有据说还有一些什么什么厂家
[02:21:37] 拿我们模型开源的模型去去蒸馏
[02:21:39] 去裁剪
[02:21:40] 然后套壳用它就创作他们的模型
[02:21:43] 去去给客户提供服务
[02:21:45] 后来就发生了很多的这种这种事情
[02:21:47] 也当时觉得挺感慨的
[02:21:49] 哎呀你看就我们发布上
[02:21:52] 宣发上其实我们并没有做太多的事情
[02:21:55] 现在技术强就不需要发布
[02:21:57] 对其实你本质上你还是把这个事情做好
[02:21:59] 大家认可你
[02:22:00] 自然而然
[02:22:01] 这件事情他还是会有着相应的这种回响
[02:22:03] 所以后来到4.64.7
[02:22:05] 你看我们其实都没有做特别大的
[02:22:07] 就不像不像以前动不动就开个大发布会嘛
[02:22:10] 现场几百人一起来嗨一下没有
[02:22:13] 这其实某种程度也是deep sek教大家算
[02:22:16] 对对对也算吧
[02:22:17] 就是可能大家在有有点审美疲劳
[02:22:21] 就对这种事情有点审美疲劳
[02:22:22] 就是你无论如何
[02:22:24] 你吹的怎么样
[02:22:25] 或者说宣传的怎么样
[02:22:26] 最终还是回归到实际的应用效果上来
[02:22:29] 所以其实大浪拍过来的时候
[02:22:31] 你是毫无准备的
[02:22:32] 然后就被这样很魔幻的走过了
[02:22:34] 这3年是是像我的硕士导师
[02:22:36] 其实他当时跟我们讲过一句话
[02:22:38] 我到现在还记得
[02:22:39] 他说机会永远是这个留给有准备的人的
[02:22:42] 就哪怕是你在海上漂着
[02:22:45] 有一块木板从你眼前飘过
[02:22:46] 你也要扑腾两下才能把他抓住
[02:22:49] 所以你还是要有准备
[02:22:51] 时时刻刻都有准备做好这个准备
[02:22:54] 这个事情我也在想怎么来做
[02:22:55] 你要想精准的预测清楚未来会发生什么事情
[02:22:58] 什么时间点发生什么事情
[02:22:59] 这个很难
[02:23:00] 所以你不可能有针对性的准备
[02:23:02] 不可能针对说我知道明天会发生啥
[02:23:04] 我先准备一下
