[00:00:00] 理想是谁啊
[02:22:19] 但是呢这东西到底合理吗
[02:22:21] 合理是因为你做一个好的公司
[02:22:24] 然后你在那个岗位上
[02:22:25] 你创造了更好的社会价值
[02:22:27] 你服务了更多的群体
[02:22:29] 你提供了更好的产品和服务
[02:22:31] 对他们使用以后变得更好对吧
[02:22:33] 所以我说这是非常重要的
[02:22:35] 所以我说本身工作其实是我们的社会价值
[02:22:37] 一个人不能脱离社会价值
[02:22:40] 就当你有社会价值的时候
[02:22:41] 你不知道
[02:22:42] 当你真正没有社会价值的时候
[02:22:43] 你会发现社会价值是如此的重要
[02:22:45] 所以工作好
[02:22:47] 然后为你的客户对
[02:22:49] 然后和企业一起来去创造价值
[02:22:51] 我觉得非常重要
[02:22:51] 这是你的社会价值对
[02:22:53] 然后我就另外一方家庭其实是亲情价值
[02:22:56] 我觉得亲情价值的终点其实是幸福对
[02:23:00] 然后我觉得幸福其实就是高质量的陪伴
[02:23:03] 对我觉得这两个其实是不同的
[02:23:05] 但这两个又有相辅相成的
[02:23:06] 更好的工作才有更好的生活
[02:23:09] 然后更好的生活会产生更好的能量
[02:23:11] 也让大家去更好的工作对吧
[02:23:14] 然后更好的去处理
[02:23:16] 然后这些连接的关系更好的
[02:23:19] 其实然后有能量去去去把事情
[02:23:22] 去把结果做得更好
[02:23:23] 去做得更卓越
[02:23:24] 所以我觉得这两个是相辅相成的
[02:23:25] 缺一不可
[02:23:26] 我之前跟一个教授聊天啊
[02:23:28] 他说他几年前跟你聊过
[02:23:30] 然后感觉你的心灵观就是家庭观
[02:23:32] 这个也反映到你的公司上
[02:23:34] 要创造幸福的家
[02:23:36] 那他想问的是
[02:23:37] 你有没有更大的宇宙观世界观
[02:23:40] 我觉得我的核心的一个
[02:23:44] 我觉得核心的一个自己的自我驱动力
[02:23:46] 是掌控自己的命运
[02:23:47] 挑战成长的极限
[02:23:49] 那我觉得我的成长的过程
[02:23:51] 其实是把我自己个人的驱动力
[02:23:54] 然后变成了一个这个个人网站的驱动力
[02:24:00] 然后变成了一个IT的商业网站的驱动力
[02:24:04] 变成了一个全世界第一的汽车网站的驱动力
[02:24:08] 然后又变成了一家汽车
[02:24:11] 然后以及人工智能汽车公司的驱动力
[02:24:13] 而且呢我觉得这个驱动力非常有意思
[02:24:16] 其实这个驱动力我认为
[02:24:18] 然后为什么我那么喜欢人工智能
[02:24:20] 我觉得人工智能本身的价值观跟这是一致的
[02:24:23] 然后人工智能的特点就是掌控自己的命运
[02:24:25] 挑战成长的一个极限
[02:24:27] 对
[02:24:28] 然后我个人认为这是我觉得
[02:24:31] 我个人认为这是生命的一个
[02:24:33] 就是
[02:24:34] 我觉得这是我能看到的一个
[02:24:36] 生命成长的一个意义对
[02:24:39] 然后他是具备的相当的一个普适性的
[02:24:43] 所以我这是我的个人的一个一个观点嗯
[02:24:45] 对至于说是不是要拯救人类什么的
[02:24:49] 对我觉得可能每个人观点是不一样的
[02:24:52] 我们从人出生开始
[02:24:54] 我们上学到大学毕业到开始工作
[02:24:57] 我们有多少自己想去做的事情没有去做
[02:25:00] 我们有多少想接触的万物没有去接触
[02:25:03] 但什么是智慧呢
[02:25:05] 智慧就是我们跟万物的接触对
[02:25:07] 然后如果你没有去过森林啊
[02:25:10] 没有在森林里认真的玩
[02:25:12] 然后住过几天
[02:25:14] 那你可能觉得木头就是做筷子的
[02:25:16] 就是做纸的
[02:25:16] 就是做桌子的
[02:25:17] 而并不是意味着它是一个生命
[02:25:19] 它是跟我们不同的生命
[02:25:21] 对如果你不能跟你没
[02:25:23] 你不能跟孩子在一起
[02:25:24] 然后长时间待着
[02:25:25] 而只是就很随便的一个一个交叉而过
[02:25:29] 对没有跟孩子在一起的
[02:25:31] 然后长时间的生活体验
[02:25:32] 跟他们一起去玩
[02:25:34] 你可能就不知道什么是亲密的关系
[02:25:35] 你就没法真正的去理解孩子
[02:25:37] 去了解孩子对吧
[02:25:39] 那我觉得什么是智慧
[02:25:40] 我觉得智慧就是我们和万物的关系对
[02:25:43] 但是呢怎么去提升我们跟万物的关系
[02:25:46] 首先要有足够的时间跟万物去接触
[02:25:49] 嗯啊所以我在我在讲的一个很重要的一个问题
[02:25:54] 就是今天我们很卷对
[02:25:56] 但是呢我觉得这是
[02:25:58] 这恰恰是真正的人工智能的意义
[02:26:00] 给我举一个例子对
[02:26:02] 然后其实我们的销售人员
[02:26:04] 我们的产品专家是非常喜欢跟客户接触的
[02:26:08] 因为他们在把一个好的产品
[02:26:10] 一个好的生活方式及时介绍并交付到用户手里
[02:26:14] 然后他们能见不同的人
[02:26:16] 学到不同的东西
[02:26:17] 而且用户的素质整体比较高对吧
[02:26:20] 所以这是他们做这事情是有能量的
[02:26:22] 又会又好又有
[02:26:23] 然后这些能量变成结果又有好的回报
[02:26:25] 但是有一些事情必须得做
[02:26:27] 但价值并不大
[02:26:28] 但但是呢它不是个增加能量
[02:26:30] 是个消耗能量的
[02:26:31] 比如说我们每天店面
[02:26:34] 然后我们要去邀约这些客户
[02:26:35] 他给我们留下联系方式
[02:26:37] 我要打电话去邀约他
[02:26:38] 然后来店面进行体验和试驾
[02:26:41] 那每天他要打很多个电话
[02:26:44] 那这个打电话的过程其实就是很消耗的嗯
[02:26:47] 对所以我我我我讲的很重要一点
[02:26:50] 我是跟我们的智能商业
[02:26:51] 还跟消服的负责人讲的说
[02:26:53] 如果到今年结束的时候
[02:26:55] 对我们在
[02:26:56] 然后邀约电话
[02:26:57] 这件事情还不能交给A真的去解决
[02:27:00] 对我觉得你们工作就是不合格的
[02:27:02] 然后人工智能就没有意义的
[02:27:04] 讲
[02:27:04] 什么都是白搭的
[02:27:05] 如果把这些工作做了以后
[02:27:07] 对
[02:27:08] 那每天可以节省他们二三十%的时间
[02:27:11] 以及减少大量的能量的消耗
[02:27:13] 他们就可以去做更有价值的事情
[02:27:16] 然后他们的时间的使用率
[02:27:17] 时间时间使用率变得更有效
[02:27:19] 然后他们自己做的这些工作的过程中
[02:27:24] 也会变得更有能量
[02:27:25] 我觉得这其实是我们我觉得人工智能的发展
[02:27:28] 其实必须要去做的东西
[02:27:30] 你觉得人工智能在截止到今天
[02:27:32] 它是在服务于人类
[02:27:34] 还是在服务于它本身
[02:27:37] 服务于技术本身
[02:27:40] 我觉得它服务于谁取决于人类
[02:27:44] 对我觉得真的就它服务于谁
[02:27:46] 取决于人类
[02:27:46] 因为今天人工智能并不能处理跟万物的关系
[02:27:50] 因为跟万物的关系还是人类在处理
[02:27:52] 嗯啊那我觉得这个其实是人人类决定的
[02:27:56] 人类需要人工智能服务于这个生产工具
[02:28:00] 它就能变成生产工具
[02:28:02] 人类希望它变成一个辅助工具
[02:28:04] 它就是辅助工具
[02:28:05] 人类希望它变成一个信息工具
[02:28:06] 信息工具
[02:28:07] 人类希望他去去作恶
[02:28:09] 他也能去作恶对吧
[02:28:11] 那我觉得还是今天还是人
[02:28:13] 至少很长一段时间是人类决定的
[02:28:14] 包括我今天认为
[02:28:16] 其实就人工
[02:28:18] 人工智能能力已经变得更来更越来越强
[02:28:20] 包括我刚才讲
[02:28:21] 其实人类的能量是有限的
[02:28:23] 人类算力是有限的对
[02:28:25] 然后人类应该把自己的算力和这个算力的特点
[02:28:28] 去用于去解决智慧
[02:28:31] 去处理跟万物的关系对
[02:28:33] 然后去增加能量
[02:28:35] 去做商检对吧
[02:28:37] 然后让人工智能去处理复杂的
[02:28:40] 然后信息去储存
[02:28:41] 处理复杂的数据
[02:28:42] 去不断提升能力
[02:28:44] 去压缩更多的知识
[02:28:46] 去自动化的去做更多的action嗯对
[02:28:49] 然后那我觉得他是就人类和人工智能
[02:28:53] 是个合作关系
[02:28:54] 不是个矛盾关系
[02:28:56] 而且如果这个合作关系做好的话
[02:28:57] 人类仍然是这个文明的领导者
[02:29:00] 因为在工厂里边也不是人类去做焊接
[02:29:03] 也不是人类去涂装
[02:29:04] 也是机器在做焊装
[02:29:06] 在做涂装
[02:29:07] 再做冲压
[02:29:08] 对机器有机器有取代人类的地位
[02:29:11] 没有对
[02:29:12] 我觉得我觉得这人工智能能力越强
[02:29:15] 这时候需要人类智慧变得越强
[02:29:17] 这时候好的智慧和好的能力就是一个协
[02:29:21] 就是一个协同的一个关系
[02:29:22] 所以今天的人工智能让我们更疲惫了
[02:29:25] 更疲劳了
[02:29:25] 工作时间越更长了
[02:29:27] 只是因为时间没到
[02:29:28] 你认为对我就是因为能力还没到
[02:29:31] 人能感受到幸福
[02:29:32] 你觉得AI能吗
[02:29:35] 当然不能了
[02:29:38] 对当然不能了
[02:29:39] 因为
[02:29:41] 对
[02:29:42] 我觉得我现在
[02:29:44] 至少我觉得transformer这个架构对吧
[02:29:46] 然后token和next token这个架构
[02:29:49] 它并不具备自我自主意识
[02:29:52] 你不你你不认为他会有意识
[02:29:54] 他会产产生意识
[02:29:56] 我觉得没有某人没有产生自主意识对
[02:29:59] 而且呢本身也不能进化
[02:30:00] 因为进化还是要通过再做训练才能进化
[02:30:04] 就可能要换架构
[02:30:06] 对我觉得可能会产生这样的架构
[02:30:08] 但是我觉得今天这个架构其实挺好的
[02:30:10] 今天这个架构对人类其实很安全的
[02:30:13] 就今天大模型的架构对人类其实是挺安全的
[02:30:17] 对就是无论它会产生信息的安全
[02:30:20] 财
[02:30:20] 财产的安全
[02:30:21] 人身的安全是都可以靠人类对其去解决的
[02:30:24] 人类对其还是能解决的
[02:30:26] 然后如果突破了这个架构
[02:30:28] 其实可能人类就解决不了了
[02:30:31] 但能不能突破这个架构其实也不知道
[02:30:33] 但至少今天这个架构我认为人类还是安全的对
[02:30:36] 然后很多人是很多人是过滤了
[02:30:38] 就是多虑了而已
[02:30:40] 你为什么这么自信
[02:30:41] 觉得他很安全
[02:30:43] 你是看到了什么
[02:30:44] 大家没看到的吗
[02:30:46] 它的工作原理就是很安全的对
[02:30:50] 如果你想改变它的输出结果
[02:30:52] 对想根本性的改变他的输出结果
[02:30:55] 你要重新去做训练嗯
[02:30:57] 对否则你这些东西只是通过query对
[02:31:00] 然后和prompt做的这些东西
[02:31:02] 其实还是非常有限的
[02:31:03] 如果你可以做一个理想的危及生命啊
[02:31:07] 你会想把他塑造成什么样
[02:31:08] 跟你是一比一的复刻
[02:31:11] 还是你想改变什么
[02:31:13] 我觉得我希望他变得更聪明
[02:31:15] 更有能力对
[02:31:17] 但我还是希望人类其实能够训练的更有智慧
[02:31:20] 人类更有智慧
[02:31:22] 因为关于智慧在脑子里是怎么运行的
[02:31:23] 其实也不知道
[02:31:24] 因为什么很多聪明的人一点都不智慧
[02:31:26] 我们今天解决的是智能的问题
[02:31:28] 它没有解决智慧的问题
[02:31:30] 对嗯诶你从多少岁觉得自己开始拥有智慧了
[02:31:35] 你今年40 42008年吧
[02:31:38] 这么早对
[02:31:40] 就是我开始开始知道
[02:31:43] 怎么处理和自己的关系的时候
[02:31:44] 2008年对我特别注重处理跟自己的关系
[02:31:50] 就那次我要被赶出公司
[02:31:51] 那一次之后又有了智慧
[02:31:53] 我就开始初步的知道掌握一点智慧了
[02:31:57] 那这几年的智慧升级是什么时候啊
[02:32:01] 因为他还是要训练你去管更大规模的团队
[02:32:04] 然后你要去面对比你原来见的水平更高的人啊
[02:32:08] 对吧
[02:32:08] 然后我觉得这个其实需要你的智慧
[02:32:11] 也要跟着提升嘛
[02:32:12] 最近一次有没有一个开悟的时刻
[02:32:15] 还是回到刚才那个没有那么多天天不停的开悟
[02:32:18] 我觉得开悟跟我刚才讲的那个变化是一样的
[02:32:21] 就是怎么把我过去受益的建立一个更强的大脑
[02:32:26] 然后更强的心脏
[02:32:29] 以及产生更强的能量的这个方式
[02:32:31] 在更多的人身上其实去运用
[02:32:34] 对我觉得这个其实是我发现真的是有机会的
[02:32:38] 对
[02:32:39] 至少我们做的一些实验可能效果远超我的想象
[02:32:43] 就很多时候我讲讲讲
[02:32:45] 我就讲一个问题
[02:32:46] 就是说从战略的角度而言
[02:32:48] 我们去曾鸣曾教授学完战队以后
[02:32:51] 我们发现团队的战略能力非常强啊
[02:32:53] 比如郎建鹏过去讲
[02:32:55] 你这一个搞技术有什么战略能力
[02:32:56] 今天他在人工智能方面的战略能力
[02:33:00] 一定是非常强的
[02:33:00] 就一定比我更强
[02:33:02] 所以过去的时候很多时候
[02:33:04] 当他没有这个方法论的时候
[02:33:05] 对
[02:33:06] 其实并不是他没有战略能力
[02:33:07] 是他们缺少这个方法论
[02:33:08] 就是他有了这方法论以后
[02:33:10] 他的战略能力
[02:33:10] 战略定力就变得非常的强
[02:33:13] 对
[02:33:13] 然后我觉得我觉得这是一个很重要的一点
[02:33:16] 那其实另外一方面
[02:33:17] 很多时候很多人他很有能力
[02:33:21] 但是他并没有产生一个很好的一个结果
[02:33:25] 对也可能是因为他欠缺了
[02:33:28] 然后我无意中探索出来的这么一个模式
[02:33:33] 就是通过几个人
[02:33:35] 3~7个人组成一个更强的大脑
[02:33:38] 更强的心脏和产生更强的能量这么一个模式
[02:33:41] 而且呢我今天发现我至少我做了一些实验
[02:33:45] 当他们去按照这方向去做的时候
[02:33:47] 哇
[02:33:48] 他们的产出可能跟我们没什么区别
[02:33:50] 甚至比我们更强
[02:33:51] 只是他过去的时候没有掌握这个模式
[02:33:54] 你做了什么实验
[02:33:56] 我的实验目的当然是为了
[02:33:58] 为了就是我觉得这东西对自己好
[02:34:00] 至少大家也可以试一试
[02:34:01] 是否对对对
[02:34:02] 大家都是好的
[02:34:03] 但我今天一些实验的结果远超预期
[02:34:06] 你怎么看待这个人类内部的纷争啊
[02:34:09] 包括贸易战啊
[02:34:10] 地缘啊
[02:34:12] 我觉得还是因为由于人类智慧不怎么成长对吧
[02:34:17] 因为今天在发生的事情
[02:34:19] 然后1930年也在发生对吧
[02:34:23] 就是我们今天看到各种事情
[02:34:24] 从人类意义上都能找到
