[00:00:01] 哈喽大家好
[03:22:22] 那这公司可能就到了主播会死的时候了
[03:22:27] 今天你觉得没有这样的迹象是吗
[03:22:29] 今天是向好的还是向坏
[03:22:30] 我觉得我们今天还没有成为一个今天对吧
[03:22:33] 那么成功的第三类公司对
[03:22:35] 所以我觉得我们今天还没有到那个就是升到最好的时候
[03:22:40] 就更不要论死了嗯
[03:22:43] 如果没有追上AI这次范式的变迁
[03:22:46] 安克会死吗
[03:22:47] 就AI对于安克来说到底为什么嗯
[03:22:50] 我觉得回到一个是用户价值对吧
[03:22:53] 一个是商业价值和员工价值
[03:22:55] 就是那我们刚刚讲的
[03:22:57] 因为AI我们的周围的产品会变得真正的智能起来
[03:23:01] 如果你不能给用户提供这样的产品
[03:23:03] 你的公司一定会死嗯然后其次就是因为AI你的组织的效率对吧
[03:23:09] 你的人的今天的成长的速度和他的具有的能力一定会就是显著的落后
[03:23:17] 然后这种情况的话
[03:23:18] 那你的组织也会死对
[03:23:21] 所以我觉得今天无论是给客户提供的价值
[03:23:24] 还是回到组织的啊效率
[03:23:26] 最后回到人的成长
[03:23:28] 今天就是你今天不拥抱AI一定最后你你是会死的
[03:23:35] 你知道安可能是一家生活生存多少年的公司啊
[03:23:40] 嗯其实很好玩啊
[03:23:42] 就是有一个比方叫你的作为创始人
[03:23:47] 你怎么看待你的公司对吧
[03:23:54] 女娃死了
[03:23:55] 你肯定是痛不欲生的
[03:23:56] 嗯对吧
[03:23:57] 然后那及物的方式呢
[03:24:00] 这是一个作品
[03:24:02] 中国有一个很好玩的动物叫猪
[03:24:05] 就农村养猪的话
[03:24:07] 基本上你是养了为了过年要吃肉的
[03:24:10] 所以到了过年的时候
[03:24:11] 基本上你肯定会把那个猪卖了或者杀了它吃肉对吧
[03:24:15] 所以就刚刚讲其左是养娃
[03:24:18] 极右是养猪
[03:24:19] 然后中间的还有一个叫养马或者养宠物
[03:24:22] 嗯对吧
[03:24:23] 所以比如说你的马
[03:24:25] 它其实既是你的伙伴对吧
[03:24:27] 又一定程度上是你的的工具
[03:24:30] 然后那嗯正常有一个人来说
[03:24:33] 我要把你的马买了
[03:24:34] 把你的伙伴买走对吧
[03:24:36] 嗯你肯定是不卖的
[03:24:38] 但今天这个人如果跳出来出了一个你不能拒绝的价格
[03:24:42] 你可能也会考虑把这个马鞍嗯对吧
[03:24:44] 所以从养猪养马到养娃
[03:24:48] 我觉得你首先要想清楚说你怎么看待你
[03:24:50] 你的几家公司
[03:24:52] 然后那我何东平
[03:24:54] 我们自己觉得我们真的是有点像在养娃的对
[03:24:58] 就希望说对吧
[03:25:00] 这个公司能够长久的活下去
[03:25:02] 其实为什么做这么多的思考对吧
[03:25:05] 为什么做很努力的转型
[03:25:08] 其实都是希望这个公司好像他如果可能的话
[03:25:13] 活得比我们更久
[03:25:16] 你刚才说你很想招那创造者
[03:25:18] 那他为什么不去大厂
[03:25:19] 不去今天的大模型公司要来安客呢
[03:25:22] 对客观的说呢
[03:25:23] 我今天的确也没有在跟大模型公司抢人
[03:25:26] 嗯嗯话说回来啊
[03:25:29] 其实我相信你肯定也了解对吧
[03:25:30] 在大模型公司里边
[03:25:32] 那些真正做模型的人
[03:25:33] 虽然他们好像今天拿很高的收入
[03:25:36] 但他们的岗位危机感是很强的
[03:25:40] 很多人都觉得可能他拿高薪拿个一年两年
[03:25:43] 可能后面把AI自己进化之后
[03:25:45] 他也没有工作了
[03:25:47] 我相信你聊很多人可能也会有这样的担心对吧
[03:25:50] 我觉得我们的特点就是我们因为跟物理世界接触对
[03:25:54] 所以我们的迭代周期是慢的
[03:25:56] 所以呢我们的人的成长是一个很长很长的周期和时间
[03:26:01] 嗯我在校招的时候经常和大家讲说诶
[03:26:04] 嗯你再去一个好像互联网大厂对吧
[03:26:08] 和来一个硬件公司之间
[03:26:10] 如果做选择的话
[03:26:11] 嗯早些年很多人肯定会选择去互联网大厂
[03:26:15] 就感觉好像我二十七八岁
[03:26:17] 好像我就能有很高的收入对吧
[03:26:20] 然后我好像也能够多大年龄
[03:26:23] 但是你看这个世界是非常公平的
[03:26:25] 出来混总是要还的
[03:26:27] 哼哼对吧
[03:26:28] 你发现对互联网大厂来讲
[03:26:30] 大家就会遇到说诶35岁了
[03:26:32] 好像你就会遇到一个继续的问题对吧
[03:26:35] 因为下一波的二十七八岁的人涨起来
[03:26:38] 那你去看这个底下的底层原理
[03:26:40] 本质上一个人的成熟的速度是随着他今天打仗的次数而变化的
[03:26:48] 不是吗
[03:26:50] 你想一个士兵对吧
[03:26:51] 他打前几场仗的时候哇
[03:26:53] 他可能很青涩
[03:26:54] 对不对
[03:26:55] 然后他到第五场第十场的时候
[03:26:57] 他已经很有经验了
[03:26:58] 他打到第15场20场仗的时候
[03:27:01] 他就是个非常experience
[03:27:02] 是非常的成熟的事情嘛对吧
[03:27:05] 所以其实人今天你的成熟度是跟你今天嗯
[03:27:09] 就是我们说只做的次数是一个高度相关的
[03:27:13] 那么互联网的特点其实是今天嗯每一章很快对吧
[03:27:18] 一个产品今天出来诶
[03:27:21] 改良可能几个月就得往前走
[03:27:23] 然后一个feature可能甚至短到一个月嗯
[03:27:27] 所以今天你会发现一个人进互联网大厂
[03:27:30] 他可能就是一年三个月打一仗
[03:27:33] 然后一年打四张对哈
[03:27:35] 那他干到就是说第4年第5年的时候
[03:27:39] 他已经打过十几仗了
[03:27:40] 这个时候他其实已经是一个对吧
[03:27:42] 成熟的有经验的同学了
[03:27:44] 所以当然它的价值提升了
[03:27:46] 他的收入也跟着涨上去对吧
[03:27:48] 但是就刚刚讲
[03:27:49] 那么今天你会发现第一就是你的仗在打到50场100场的时候
[03:27:54] 他其实变化没有那么大对吧
[03:27:57] 而这个时候后面的人又上来的时候
[03:27:59] 那你就会面临一个刚刚讲好像35岁有一定的危机
[03:28:03] 那硬件其实不是这样
[03:28:05] 因为硬件你今天从定义一个产品要把它做出来呃
[03:28:10] 九个月到一年是很常见的一些复杂的产品
[03:28:14] 其实可能要做一年到两年甚至3年的时间对吧
[03:28:18] 那这就意味着什么
[03:28:19] 这意味着你打一仗可能需要一两年对吧
[03:28:23] 所以嗯当然今天AI会把这个过程加速
[03:28:26] 但它也不会加速到
[03:28:28] 比如说三个月去对吧
[03:28:30] 所以这过程里边其实那么你就发现你的其实在相当长的一个时间里面
[03:28:35] 其实都是能持续成长的对吧
[03:28:37] 而且你的价值越来越高
[03:28:38] 所以你大概率不用担心
[03:28:40] 今天好像没有工作的事情对吧
[03:28:43] 所以我讲的就是这个点
[03:28:45] 可能也就是这是个下限思考
[03:28:48] 这是个下限思考
[03:28:50] 嗯对啊
[03:28:50] 呃但今天说实话就是其实第一你要理解
[03:28:54] 最后打破上限的那个人和他的比例一定是非常非常少的对吧
[03:28:59] 然后对大多数人来讲
[03:29:00] 今天其实嗯你在考虑上线的时候
[03:29:04] 你一定要考虑自己的下限对吧
[03:29:06] 然后嗯对啊
[03:29:08] 而且我其实其实大模型这个领域里面能够吸纳的人才
[03:29:12] 其实他也是很有限的对吧
[03:29:14] 今天你会发现嗯一个成功的模型团队
[03:29:17] 可能它的规模不能太大
[03:29:18] 嗯对吧
[03:29:19] 所以这样来说的话
[03:29:21] 全世界因为我一直在相信是这个世界上有很多很多的创造者
[03:29:25] 并不是说只有那么几个特别有创造能力的人对吧
[03:29:28] 这个世界是由他们定的
[03:29:30] 我们相信今天世界有很多有创造力的人
[03:29:33] 那么这些人其实今天值得一个今天他们去创造的机会
[03:29:37] 对啊
[03:29:38] 你觉得消费电子是在打一场什么样的仗
[03:29:43] 嗯其实我觉得不会用一个打仗的思维去思考它对吧
[03:29:49] 今天因为这本质
[03:29:51] 最后我们还是说为客户创造价值对吧
[03:29:54] 我觉得电子产品今天嗯可能是我们周围的产品里边
[03:29:58] 你在肉眼看得见的未来
[03:30:00] 能够创造最多的增量价值的品牌
[03:30:03] 嗯除了模型以外啊
[03:30:06] 除了这些虚拟的东西以外对吧
[03:30:08] 我们说在这些实际的就是实体的产品里面
[03:30:11] 你在肉眼可见的未来
[03:30:12] 它是能创造的最多的增量价值
[03:30:15] 你觉得硬件是大模型延伸吗
[03:30:18] 你怎么看他和大模型的关系
[03:30:20] 我觉得其实模型是我们讲的感知规划控制的脑子
[03:30:28] OK对吧
[03:30:29] 硬件是今天你的人的手对吧
[03:30:33] 你的眼你的很多的执行的动作对
[03:30:36] 所以今天那呃你不能只有脑子对吧
[03:30:39] 你一定得有身体这样
[03:30:41] 而且你的身体其实会跟着你的脑子会极大的进化嗯
[03:30:49] 模型公司应该覆盖不到这里来对吧
[03:30:52] 那模模型的延伸吞噬不到这里来嗯对因为今天其实模型天然就是在
[03:31:00] 首先我们刚才讲模型是分层的对吧
[03:31:03] 未来大概率不会只有就是train级的万亿级的模型
[03:31:06] 还会有十一百亿级的模型和百万级的模型
[03:31:10] 这些模型今天他会在分布式的硬件里边嗯
[03:31:15] 就是逐层去部署有机的芯片去写作
[03:31:18] 对
[03:31:19] 所以我觉得最后的世界它不会是由一个超级大脑控制的嗯
[03:31:24] 但是花花和豆包都做了手机
[03:31:26] 对不对
[03:31:27] 他们也进入了阴间的lea对
[03:31:30] 最近大家刚看到欧en AI的手机的leak对吧
[03:31:34] 然后那嗯我想其实就最后在所谓的占据入口对吧
[03:31:41] 其实我觉得不只是占据入口
[03:31:43] 其实是通过入口去记录和收集人的数据
[03:31:49] 因为你想今天手机今天几乎承载了我们大部分的工作以外的
[03:31:55] 个人相关的数据对吧
[03:31:57] 然后那今天对于婚纱来讲
[03:32:00] 我觉得他可能大概率要的不是那个手机
[03:32:02] 他其实要的是你的那些对吧
[03:32:05] 你那些数据
[03:32:06] 你的一些记忆嗯对啊
[03:32:08] 这样的话它的整个模型才能给你提供最好的服务
[03:32:12] 嗯而今天手机公司大概率不会愿意把这样的一些数据对吧
[03:32:17] 嗯就是直接就开放给他
[03:32:19] 嗯对啊
[03:32:22] 今天深圳硬件公司有人训练特大的模型
[03:32:26] 呃
[03:32:26] 其实我觉得手机厂都在做自己的大模型嗯对吧
[03:32:30] 手机厂手机厂来做自己的大模型
[03:32:33] 第二呢就是我们说巨深的公司对吧
[03:32:36] 大概率是要做自己的模型嗯
[03:32:38] 也是做那种非常大的嗯
[03:32:40] 居生的模型今天都是在BILDING级的啊
[03:32:43] 就是三个building
[03:32:44] 七个building对吧
[03:32:45] 嗯嗯他更多的像是个小脑的模型
[03:32:49] 嗯对我会让每一位嘉宾给我们观众推一个人生之书啊
[03:32:54] 你你你有吗
[03:32:55] 我会推荐一本叫领导阶梯的书
[03:32:58] 他是一个叫拉姆查兰的人
[03:32:59] 写这拉姆查兰是GEE的领导力发展的负责人
[03:33:03] 就是换句话就他今天对机翼这个公司是怎么培养人才的对吧
[03:33:08] 然后其实有几十年的经验和他的洞察和思考
[03:33:12] 他写的这本领导力阶梯的书呢
[03:33:14] 其实把公司分成了六个不同的领导阶梯
[03:33:18] 每个阶梯上的人应该做什么
[03:33:20] 不应该做什么
[03:33:21] 写的非常的清楚
[03:33:23] 我觉得这个事情其实对我就今天好像说诶人生里面我应该做什么事情
[03:33:28] 我不应该做什么事情
[03:33:29] 是一个巨大的指导
[03:33:31] 而且它带来了一个心理上的一个解释对吧
[03:33:35] 我们工作室叫语言及世界工作室
[03:33:37] 当你听到这个名字的时候
[03:33:38] 你在想些什么
[03:33:41] 我觉得其实语言是一个其实语言是很有趣啊
[03:33:46] 你会发现语言是一个非常符合道德的东西
[03:33:53] DA呢今天在英语里翻译叫TAO嗯
[03:33:57] T呢你叫task
[03:33:59] 就是今天你要完成的任务
[03:34:02] A呢是一个一个的action对吧
[03:34:05] 就是今天你每一个多说出来的词
[03:34:07] 就是一个一个的action
[03:34:09] 然后O呢就是今天因为这个action的到来
[03:34:13] 然后世界发生了变化之后
[03:34:14] 你对世界的观察
[03:34:18] 所以嗯其实我刚才讲的这个其实也是我们很好玩
[03:34:22] 自己的一个讨论的一个认知
[03:34:24] 那么嗯每一次你说话的时候
[03:34:28] 你说出来的单个词
[03:34:30] 这个词本身没有意义
[03:34:32] 或者这个词本身可能有很多个音
[03:34:35] 他之所以产生一个精确的意义
[03:34:37] 和他的世界发生变化
[03:34:38] 是他被夹到之前说出的那一堆词背后
[03:34:43] 它产生了一个新的嗯对吧
[03:34:46] 所以你发现其实文本和语言它天然是能让你观察到在一个任务下
[03:34:54] 每一个token是怎么影响整个的状态
[03:34:59] 以及这个状态需要你下面是一个什么样的token
[03:35:04] 他是一个让你从一个任务出发去嗯
[03:35:08] 推导出从一个状态的下一个动作是什么
[03:35:12] 以及下一个动作会怎么推导出下一个状态
[03:35:17] 所以我刚刚讲的这个话
[03:35:18] 其实在做机器人的同学肯定是特别能够理解的
[03:35:22] 因为今天有两种模型对吧
[03:35:30] 而世界模型就是从一个动作推导世界会变成什么样子
[03:35:35] next state对吧
[03:35:36] 那么之所以有这两个模型
[03:35:38] 其实是芯片没有一份数据
[03:35:40] 像语言这样的数据可以让你同时观察到O到A的变化和A到O的变化
[03:35:47] 嗯所以语言是一个就是刚刚讲在任务之下AO的一个有效的一个整体
[03:35:54] 所以其实它是一个非常符合道的东西
[03:35:57] 嗯所以我们觉得未来机器人被做出来也一定是要今天能够有数据
[03:36:03] 然后能够清晰的定义A和O的双向循环
